,Name,Symbol,Exchange,Sector,Industry,Last,Chg. %,Market Cap,Vol.,P/E Ratio,"MACD (12,26 / 1D)",Revenue,Average Vol. (3m),EPS,Beta,Dividend,Yield,15 Minutes,Hourly,Daily,Weekly,Monthly,Daily,1 Week,1 Month,YTD,1 Year,3 Years,1-Year Change,Dividend Yield (%),P/E Ratio (TTM),Price to Sales (TTM),Price to Cash Flow (MRQ),Price to Free Cash Flow (TTM),Price to Book (MRQ),Price to Tangible Book (MRQ),EPS(MRQ) vs Qtr. 1 Yr. Ago,EPS(TTM) vs TTM 1 Yr. Ago,5 Year EPS Growth,Sales (MRQ) vs Qtr. 1 Yr. Ago,Sales (TTM) vs TTM 1 Yr. Ago (TTM),5 Year Sales Growth,5 Year Capital Spending Growth,Asset Turnover (TTM),Inventory Turnover (TTM),Revenue/Employee (TTM),Net Income/Employee (TTM),Receivable Turnover (TTM),52 wk Range - High,52 wk Range - Low,% Change from 52 wk High,% Change from 52 wk Low,Previous Month % Change,Gross margin (TTM),Gross Margin (5YA),Operating margin (TTM),Operating margin (5YA),Pretax margin (TTM),Pretax margin (5YA),Net Profit margin (TTM),Net Profit margin (5YA),Quick Ratio (MRQ),Current Ratio (MRQ),LT Debt to Equity (MRQ),Total Debt to Equity,Dividend Yield 5 Year Avg. (5YA),Dividend Growth Rate (ANN),Payout Ratio (TTM),ADX (14 / 1D),ATR (14 / 1D),Bull/Bear Power (13 / 1D),CCI (14 / 1D),Highs/Lows (14 / 1D),ROC (1D),RSI (14 / 1D),STOCH (14 / 1D),STOCHRSI (14 / 1D),Ultimate Oscillator (14 /1D),Williams %R (1D)
752,ROSSI RESID ON,RSID3,BM&FBovespa,Consumer Discretionary,Household Durables,2.42,-6.2%,48.99M,39.20K,-0.12,-0.10,29.00M,91.32K,-19.61,1.85,-,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,-6.20,-1.22,-29.24,-74.45,-71.53,-50.21,-71.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.97,1.78,-75.73,35.96,-20.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.70,0.18,-0.13,-16.01,0.00,-9.36,41.19,43.89,58.28,50.51,-69.49
753,Caixa Rio Bravo Fundo de Fundos de Investimento Im,CRFF11,BM&FBovespa,Financial,Capital Markets,68.98,-2.17%,47.60M,140.00,-,-1.40,-,988.00,-,-,7.56,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Neutral,-2.17,-4.55,-9.61,5.89,10.70,-27.99,10.34,10.96%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.05,59.2,-18.89,16.52,-6.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.63,1.20,-4.79,-263.09,-3.52,-7.67,24.87,34.21,0.00,14.96,-100.00
754,Recrusul Pref,RCSL4,BM&FBovespa,Industrials,Machinery,0.82,-1.2%,46.84M,108.90K,-9.75,-0.04,70.45M,384.10K,-0.08,1.52,-,-,Neutral,Neutral,Strong Sell,Strong Sell,Strong Sell,-1.20,1.23,-21.90,-71.13,-71.13,-65.25,-69.63,-,-14.85,0.66,-14.35,-57.75,-1.18,-,-10.75,-177.86,-,-23.17,29.56,0.00,-,1.08,4.89,-,-,13.95,2.94,0.76,-72.11,7.89,-20.95%,11.35,16.84,0.66,-26.58,-4.30,-52.87,-4.42,-50.73,0.45,1.25,-,-6.56,-,0.00,0.00,47.30,0.05,-0.08,-70.96,0.00,-4.65,38.72,51.28,79.08,57.92,-53.85
755,Recrusul,RCSL3,BM&FBovespa,Industrials,Machinery,2.06,4.04%,46.84M,95.50K,-9.75,-0.07,70.45M,235.59K,-0.08,1.52,-,-,Strong Buy,Strong Buy,Buy,Strong Sell,Strong Sell,4.04,5.10,-0.96,-81.90,-74.57,-22.56,-73.45,-,-14.81,0.65,-14.35,-57.60,-1.18,-,-10.75,-177.86,-,-23.17,29.56,0.00,-,1.08,4.89,-,-,13.95,12.66,1.79,-83.73,15.08,-6.44%,11.35,16.84,0.66,-26.58,-4.30,-52.87,-4.42,-50.73,0.45,1.25,-,-6.56,-,0.00,0.00,35.57,0.08,0.14,179.86,0.10,5.64,53.27,62.37,100.00,72.95,-3.57
756,GENERALSHOPP ON,GSHP3,BM&FBovespa,Real Estate,Real Estate Management & Development,24,0%,45.01M,0.00,-0.23,-0.65,153.59M,250.00,-93.07,1.92,-,-,Buy,Strong Buy,Neutral,Neutral,Strong Sell,0.00,14.12,1.05,-31.62,-32.01,-22.48,-34.60,-,-0.23,0.26,-384.94,-0.19,-0.05,2.33,43.61,-174.65,-,-0.44,27.67,-12.81,-4.71,0.09,0.00,801.13,-1.57,3.48,35.7,21.03,-32.77,14.12,-16.84%,71.69,80.94,38.55,80.22,-99.04,-95.90,-113.63,-104.80,0.71,0.92,28.95K,-239.61,-,0.00,-,60.00,1.20,1.27,25.03,0.24,0.00,50.05,36.92,87.89,46.53,-33.56
757,Minupar Participacoes,MNPR3,BM&FBovespa,Consumer Staples,Food Products,6.2,-1.59%,44.02M,3.60K,-,-0.07,362.66M,6.20K,5.84,-,-,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,-1.59,-1.59,-3.13,-2.97,-12.18,9.35,-12.43,-,1.07,0.12,6.78,-250.31,-0.14,-,-40.98,381.43,-,14.87,19.13,10.24,-21.67,1.29,17.92,113.27,11.98,3.27,8.7,5.1,-28.74,21.57,1.6%,28.26,24.90,20.92,11.38,14.05,-4.92,11.43,-6.23,0.24,0.30,-,-10.62,-,0.00,0.00,32.41,0.16,-0.06,-87.92,-0.02,-4.76,42.17,41.09,28.69,48.80,-89.66
758,CR2 ON,CRDE3,BM&FBovespa,Real Estate,Real Estate Management & Development,18,0%,43.60M,0.00,-5.38,-0.16,6.86M,813.00,-3.34,0.01,-,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.00,0.00,0.00,8.43,9.76,-30.90,6.07,-,-5.40,6.36,-10.01,-7.78,0.46,0.53,0.00,0.00,-,96.45,230.57,-22.10,-,0.06,54.22,-,-,1.22,22.44,15.02,-19.79,19.84,-6.74%,7.47,8.69,-132.77,-95.58,-113.68,-94.38,-117.85,-102.77,1.14,1.34,0.57,0.01,-,0.00,-,47.83,0.91,-2.25,-101.48,-0.94,-16.59,41.93,46.22,37.53,51.39,-70.41
759,FII Hospital da Crianca,HCRI11,BM&FBovespa,Real Estate,Equity Real Estate Investment Trusts (REITs),216.7,-0.65%,43.34M,85.00,5.20,-2.05,-,212.00,-,0.47,29.85,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,-0.65,-1.50,-2.85,-40.28,-39.47,-50.44,-40.51,13.69%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,384.1,191.89,-43.58,12.93,-4.39%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.32,8.32,0.14,-42.66,0.00,-0.36,43.32,38.47,47.17,28.21,-78.99
760,Fii Athena I,FATN11,BM&FBovespa,Financial,Capital Markets,94.24,0.73%,42.71M,641.00,-,-0.43,-,1.58K,-,-,9.60,-,Strong Buy,Buy,Sell,Strong Sell,Neutral,0.73,0.32,-0.28,-4.28,-1.94,-,-7.57,10.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.5,88.5,-17.69,6.49,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.47,0.60,-2.12,-204.83,0.00,0.79,45.71,91.94,72.00,86.24,-6.67
761,Haga Industria Comercio,HAGA3,BM&FBovespa,Industrials,Building Products,2.9,-3.01%,41.02M,4.40K,3.83,-0.07,28.55M,19.81K,0.30,0.41,-,-,Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,-3.01,-2.68,-0.34,-58.21,-59.04,-53.97,-47.27,-,5.87,0.73,15.24,37.08,-0.33,-,-72.80,-64.36,19.66,-27.50,-36.69,9.48,-,0.47,4.29,-,-,6.40,12.95,2.51,-77.61,15.54,-7.38%,19.89,26.10,11.89,18.86,16.44,17.03,12.53,13.70,1.54,1.72,-,-42.57,-,0.00,0.00,20.59,0.25,-0.05,-71.55,0.00,4.69,45.76,39.68,22.75,48.71,-73.21
762,Nordon Metalg,NORD3,BM&FBovespa,Industrials,Machinery,5.83,0%,38.60M,0.00,-4.80,-0.37,1.79M,827.00,-1.21,0.66,-,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.00,0.00,-7.46,-54.09,-55.77,26.74,-55.77,-,-4.80,23.81,-378.80,0.00,-0.26,-,-548.65,-709.56,-,-25.45,-18.01,0.00,-,0.09,0.00,-,-,1.53,16,5.5,-63.56,6.00,-3.32%,88.65,90.75,-22.58,32.62,-495.68,-272.71,-495.68,-272.71,0.00,0.03,-,-25.98,-,0.00,0.00,24.93,0.43,-1.52,-101.73,-0.71,-28.02,36.23,10.34,11.64,41.58,-100.00
763,IGB Eletronica,IGBR3,BM&FBovespa,Real Estate,Real Estate Management & Development,30.32,0.07%,37.92M,400.00,-1.06,-0.71,5.58M,2.58K,-32.05,1.72,-,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.07,-3.72,-10.82,18.90,-5.04,18.90,-10.56,-,-0.97,5.78,3.13,0.00,-0.04,-,-48.22,56.41,-,33.96,20.23,-7.98,-,0.05,-36.00,-,-,13.80,60.32,13.95,-49.73,117.35,-5.91%,100.00,80.11,-1.91K,268.01,-597.94,-984.99,-597.94,-984.99,0.00,0.02,-,-33.02,-,0.00,0.00,76.37,1.01,-1.48,-117.98,-0.44,-5.25,38.90,50.75,14.98,57.47,-84.00
764,Nutriplant,NUTR3,BM&FBovespa,Materials,Chemicals,280,0%,37.05M,0.00,-,-,172.66M,100.00,65.09,1.70,-,-,-,-,-,-,-,0.00,0.00,0.00,10.67,10.67,522.22,10.67,-,4.34,0.21,-15.24,0.00,1.28,3.21,-43.64,95.57,-,27.97,47.98,33.43,-,1.88,5.21,-,-,11.30,280,250,0.00,12.00,-,16.08,18.14,9.40,6.15,6.63,12.80,4.95,9.12,0.47,1.96,20.80,56.95,-,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-
765,FII XP MACAE,XPCM11,BM&FBovespa,Real Estate,Equity Real Estate Investment Trusts (REITs),15.23,2.91%,36.77M,3.19K,0.69,-0.44,-,7.79K,-,0.37,2.04,-,Strong Buy,Strong Buy,Buy,Strong Sell,Strong Sell,2.91,2.28,-5.11,-25.66,-16.58,-78.45,-15.60,13.39%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.6,12.3,-35.47,23.82,-14.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.54,0.64,0.51,71.58,0.24,-1.74,48.06,66.91,100.00,43.91,-30.80
766,FII C TEXTIL,CTXT11,BM&FBovespa,Real Estate,Equity Real Estate Investment Trusts (REITs),12.53,-3.54%,36.37M,218.00,-2.92,-0.05,-,295.00,-,0.36,0.12,-,Strong Sell,Strong Sell,Strong Sell,Sell,Strong Sell,-3.54,2.96,-2.72,-32.23,-32.31,-78.59,-32.71,0.92%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,11.11,-51.81,12.78,-7.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.96,0.66,0.52,196.78,0.00,2.12,48.44,59.88,53.84,66.90,-38.92
767,Navi Residencial FII,APTO11,BM&FBovespa,Financial,Capital Markets,8.81,0.11%,35.35M,3.17K,-,-0.06,-,4.68K,-,-,1.20,-,Sell,Sell,Strong Sell,Strong Sell,Neutral,0.11,0.23,-2.11,-8.95,-,-,-,13.62%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.54,8.22,-16.41,7.18,-2.73%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.85,0.20,0.01,-71.25,0.00,-0.79,40.79,29.63,66.29,32.32,-75.56
768,Cemepe Investimentos,MAPT3,BM&FBovespa,Financial,Capital Markets,37.5,0%,34.46M,0.00,-53.61,-,-,300.00,-0.35,-20.45,-,-,-,-,-,-,-,0.00,0.00,0.00,1.35,1.35,-42.31,1.35,-,-53.61,0.00,-516.88,0.00,-1.54,-,-27.28,-88.89,-,0.00,0.00,0.00,-,0.00,0.00,-,-,-,37.5,37.5,0.00,0.00,-,-,-,0.00,-,0.00,-,0.00,-,-,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-
769,Saraiva,SLED3,BM&FBovespa,Consumer Discretionary,Specialty Retail,8,0%,33.61M,0.00,0.17,-0.57,82.85M,492.00,19.88,0.91,-,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.00,-6.87,-15.25,-41.43,-64.84,-91.66,-65.37,-,0.24,0.39,-2.22,1.02,-0.09,0.53,-31.52,117.25,-,2.61,-21.58,-44.82,-62.80,0.40,2.00,173.49,-336.82,22.10,23.45,7.36,-65.88,8.70,-28.82%,43.87,31.08,165.90,-26.39,162.89,-23.53,184.23,-24.40,0.10,0.27,2.21K,-26.97,-,0.00,0.00,81.58,0.57,-0.75,-70.00,-0.52,-16.93,41.03,28.09,36.40,47.29,-81.92
770,SARAIVA LIVR PN,SLED4,BM&FBovespa,Consumer Discretionary,Specialty Retail,3.15,1.61%,33.61M,3.90K,0.17,-0.14,82.85M,7.78K,19.88,0.91,-,-,Strong Buy,Strong Buy,Neutral,Strong Sell,Strong Sell,1.61,5.70,-2.48,-49.28,-71.87,-93.53,-72.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.9,2.82,-73.53,11.70,-12.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.02,0.18,0.10,100.21,0.05,0.96,49.12,46.96,100.00,39.99,-35.29
771,FII Vida Nova,FIVN11,BM&FBovespa,Financial,Capital Markets,3.52,5.71%,33.13M,646.00,-,-0.02,-,11.00K,-,-,-,-,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Buy,5.71,5.39,4.14,-14.36,72.55,-46.09,72.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1.96,-29.60,79.59,-10.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.52,0.31,0.16,86.21,0.00,5.08,53.84,43.92,100.00,42.77,-32.73
772,FII Kilima Volcano Recebíveis Imobiliários,KIVO11,BM&FBovespa,Financial,Capital Markets,91.15,-0.38%,32.64M,964.00,-,-0.62,-,1.61K,-,-,15.60,-,Sell,Strong Sell,Strong Sell,Strong Sell,Neutral,-0.38,-2.94,-2.77,-,-,-,-,17.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103,88,-11.50,3.58,-1.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.20,3.38,-0.83,-93.46,-0.39,-2.67,39.46,46.59,4.02,37.38,-71.34
773,BB Renda de Papeis Imobiliários II,RDPD11,BM&FBovespa,Financial,Capital Markets,30.2,-7.08%,32.56M,256.00,-,-3.60,-,894.00,-,-,3.84,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,-7.08,4.75,-16.02,-45.48,-44.05,-64.14,-44.02,12.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.71,26.51,-49.42,13.92,-34.46%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73.31,2.18,-0.81,-47.45,-1.34,-15.85,35.94,40.24,84.61,35.91,-60.65
774,Brinquedos Estrela,ESTR4,BM&FBovespa,Consumer Discretionary,Leisure Products,39.99,0%,32.33M,0.00,-0.85,-4.08,199.46M,392.00,-47.26,-0.09,-,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Neutral,0.00,0.00,0.00,-40.47,-40.47,37.90,-40.47,-,-0.85,0.20,-2.45,-0.61,-0.07,-,-239.14,-97.50,-,3.49,-6.95,1.91,9.98,0.57,2.45,-,-,2.17,59,39.9,-32.22,0.23,-9.11%,43.38,48.38,15.45,6.66,-36.90,-22.30,-23.16,-22.99,0.12,0.26,-,-20.54,-,0.00,-,41.15,1.03,-6.61,-59.98,-1.59,-0.52,32.52,27.48,47.41,20.17,-98.23
775,Fii Rbr Feed,RCFF11,BM&FBovespa,Financial,Capital Markets,98.48,0%,31.83M,0.00,-,0.28,-,396.00,-,-,21.01,-,Strong Buy,Buy,Buy,Strong Buy,Strong Buy,0.00,-0.02,0.50,-1.54,3.14,-,3.14,21.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.79,87.01,-2.29,13.18,7.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.28,2.85,-8.99,-72.97,1.45,-0.51,52.96,78.49,92.77,69.46,-4.26
776,ATMA Participacoes,ATMP3,BM&FBovespa,Industrials,Commercial Services & Supplies,1.13,-0.88%,31.25M,16.10K,-0.06,-0.07,817.83M,27.43K,-17.74,0.94,-,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,-0.88,-5.04,-17.52,-56.54,-65.65,-89.96,-66.37,-,-0.07,0.04,1.22,0.24,-0.12,-,-481.86,-348.30,-,-41.39,-22.28,-12.49,-25.52,0.49,0.00,-,-,5.49,3.53,0.98,-67.99,15.31,-14.49%,-0.79,-1.72,-39.37,-13.58,-61.79,-17.97,-58.02,-23.38,0.22,0.35,129.66,-133.72,-,0.00,-,31.29,0.07,-0.11,-93.72,-0.05,-12.40,36.34,36.58,64.70,44.20,-77.42
777,Xp Selection,XPSF11,BM&FBovespa,Financial,Capital Markets,7.19,-0.83%,31.13M,40.55K,-,-0.09,-,89.58K,-,-,0.92,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Neutral,-0.83,-0.96,-5.39,-8.87,-4.77,-,-4.64,12.85%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.09,6.71,-11.12,7.15,-4.77%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.42,0.16,-0.11,-79.71,0.00,-0.28,40.30,59.67,57.43,50.70,-59.48
778,More Gestao Ativa de Recebiveis FI Imobiliario,MATV11,BM&FBovespa,Financial,Capital Markets,89.44,0%,31.06M,0.00,-,-0.94,-,188.00,-,-,7.20,-,Strong Buy,Strong Buy,Buy,Strong Sell,Strong Sell,0.00,1.06,1.46,-10.52,-10.54,-,-10.56,8.05%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117.9,86,-24.14,4.00,-3.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.74,2.31,0.81,65.21,0.60,2.81,49.66,44.43,84.58,56.64,-42.48
779,Newport Renda Urbana,NEWU11,BM&FBovespa,Real Estate,Equity Real Estate Investment Trusts (REITs),40.64,0%,30.15M,5.00,-,0.57,-,952.00,-,-,0.96,-,Neutral,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.00,0.72,-1.81,27.00,23.53,-35.97,23.34,2.36%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.98,28.01,-3.19,45.09,7.21%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.42,0.79,0.64,32.16,0.00,0.03,55.41,55.16,52.08,64.84,-41.48
780,FII Memorial Office,FMOF11,BM&FBovespa,Financial,Capital Markets,57.51,0%,29.22M,0.00,-,-1.56,-,9.00,-,-,1.68,-,Neutral,Neutral,Strong Sell,Strong Sell,Strong Sell,0.00,0.88,-11.44,-14.42,-16.40,-52.08,-16.40,2.92%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.72,55.03,-16.31,4.51,-12.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.30,1.17,-3.59,-63.96,-3.19,-11.51,37.12,18.03,33.69,30.74,-75.00
781,FII Presidente Vargas,PRSV11,BM&FBovespa,Real Estate,Equity Real Estate Investment Trusts (REITs),139.35,0%,27.17M,0.00,-,2.96,-,57.00,-,-,-,-,Strong Buy,Strong Buy,Neutral,Buy,Neutral,0.00,-0.54,-1.51,13.29,9.77,-66.49,11.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142.49,96,-2.20,45.16,-0.28%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88.17,3.61,-28.16,-334.05,0.00,-0.82,59.08,93.44,0.00,92.04,-10.85
782,Ouro Preto Desenvolvimento Imobiliário I,ORPD11,BM&FBovespa,Financial,Capital Markets,93,0%,26.97M,0.00,-,-8.21,-,4.00,-,-,-,-,Sell,Strong Sell,Strong Sell,Strong Sell,Sell,0.00,0.00,0.00,-28.31,-29.81,-24.77,-29.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133.58,93,-30.38,0.00,-7%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.99,2.64,-27.53,-95.77,-18.62,-28.46,18.20,9.09,0.00,1.70,-100.00
783,SCP FII,SCPF11,BM&FBovespa,Financial,Capital Markets,6.03,0.33%,25.33M,261.00,-,-0.01,-,705.00,-,-,0.22,-,Strong Buy,Strong Buy,Buy,Strong Sell,Strong Sell,0.33,-0.82,-2.27,-25.83,-25.19,-55.23,-24.62,3.58%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.19,4.52,-26.37,33.41,-1.32%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.99,0.33,-0.07,63.72,0.02,1.00,51.75,80.10,92.29,71.52,-8.97
784,Fii Galapago,GCFF11,BM&FBovespa,Financial,Capital Markets,71.97,-0.17%,24.37M,284.00,-,0.06,-,721.00,-,-,8.88,-,Strong Buy,Strong Buy,Buy,Strong Buy,Strong Buy,-0.17,0.22,-1.19,-2.21,-1.41,-,2.10,12.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.7,67.21,-11.91,7.08,0.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.78,1.04,-0.38,99.23,0.23,1.62,52.28,92.26,78.51,87.56,-8.33
785,Nexpe Participacoes,NEXP3,BM&FBovespa,Real Estate,Real Estate Management & Development,0.31,0%,24.16M,125.80K,-0.22,-0.03,139.14M,331.78K,-1.47,1.62,-,-,Neutral,Sell,Strong Sell,Strong Sell,Strong Sell,0.00,6.90,-31.11,-65.41,-66.03,-92.38,-63.76,-,-0.31,0.20,-4.43,-0.27,1.19,19.86,37.23,51.64,-,-12.45,-20.30,5.40,1.67,0.56,0.00,-,-,19.33,1.36,0.29,-77.21,6.90,-30.23%,58.84,72.19,-29.95,-96.50,-65.28,-97.98,-65.80,-98.73,0.36,0.68,81.38,370.27,-,0.00,-,46.66,0.03,-0.05,-63.85,-0.02,-23.81,35.34,16.08,68.88,38.64,-76.92
786,Polo FII Recebiveis Imobiliarios I,PLRI11,BM&FBovespa,Financial,Capital Markets,25.14,-3.16%,23.99M,33.00,-,-0.37,-,130.00,-,-,10.64,-,Buy,Strong Buy,Neutral,Sell,Sell,-3.16,14.27,9.30,-32.21,-31.18,-53.28,-33.84,42.33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.1,22,-42.99,14.27,-2.91%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.46,1.83,-0.09,16.60,0.21,4.75,50.58,40.78,72.03,49.80,-40.50
787,Hoteis Othon,HOOT4,BM&FBovespa,Consumer Discretionary,"Hotels, Restaurants & Leisure",1.3,16.07%,23.88M,26.60K,-,-0.06,89.04M,7.20K,6.45,-,-,-,Strong Sell,Neutral,Strong Sell,Strong Sell,Strong Sell,16.07,-3.70,-9.72,-53.57,-54.06,-39.53,-54.06,-,0.16,0.23,-40.22,-0.25,-0.06,-,0.00,0.00,-,154.70,168.40,-20.33,-37.41,0.18,10.70,-,-,5.22,3.3,1.12,-60.61,16.07,2.13%,65.91,60.08,-18.58,-69.32,-48.78,-102.68,133.04,-97.73,0.05,0.10,-,-0.29,-,0.00,-,35.51,0.08,-0.01,-76.15,-0.03,-2.26,44.18,55.71,69.95,35.19,-48.57
788,Sansuy,SNSY5,BM&FBovespa,Materials,Chemicals,2.99,0%,23.30M,600.00,-0.15,0.02,821.64M,5.57K,-22.12,0.99,-,-,Strong Sell,Strong Sell,Strong Sell,Neutral,Strong Sell,0.00,-1.97,0.34,-42.83,-41.49,11.46,-44.53,-,-0.14,0.03,4.81,0.77,-0.01,-,-85.61,-61.52,-,12.06,14.33,16.09,10.70,1.78,5.85,-,-,8.02,5.42,2.35,-44.83,27.23,2.9%,17.38,12.89,-2.53,-12.84,-20.91,-30.26,-20.78,-30.13,0.42,0.86,-,-10.31,-,0.00,-,17.77,0.23,-0.11,-61.22,0.00,6.79,47.62,43.24,0.00,41.43,-57.97
789,OSX BRASIL ON,OSXB3,BM&FBovespa,Energy,Energy Equipment & Services,6.87,0%,21.63M,1.60K,-0.04,0.28,34.91M,21.01K,-203.60,1.72,-,-,Neutral,Sell,Sell,Strong Buy,Sell,0.00,-13.04,16.44,0.73,-19.56,105.07,-25.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.98,4.6,-23.50,49.35,29.71%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.76,0.60,-0.52,-58.49,0.00,2.69,51.01,44.22,3.14,45.66,-67.94
790,Haga Pref,HAGA4,BM&FBovespa,Industrials,Building Products,1.15,0%,20.63M,2.40K,3.83,-0.03,28.55M,27.62K,0.30,0.41,-,-,Neutral,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.00,0.00,-8.73,-40.72,-45.75,-47.73,-43.63,-,5.73,0.72,15.24,36.24,-0.33,-,-72.80,-64.36,19.66,-27.50,-36.69,9.48,-,0.47,4.29,-,-,6.40,2.42,1.11,-52.48,3.60,-13.85%,19.89,26.10,11.89,18.86,16.44,17.03,12.53,13.70,1.54,1.72,-,-42.57,-,0.00,0.00,28.48,0.05,-0.03,-64.02,-0.00,0.00,40.57,20.00,72.30,36.69,-80.00
791,Wetzel Pref,MWET4,BM&FBovespa,Consumer Discretionary,Auto Components,9.85,0%,20.27M,0.00,0.83,-0.18,276.42M,6.85K,12.44,0.97,-,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Sell,0.00,-0.51,-5.38,-42.33,-35.11,77.80,-41.99,-,1.33,0.12,-124.56,-2.38,-1.52,-,1.33K,-85.04,-,19.38,23.01,14.95,61.88,1.13,7.07,-,-,11.02,18.24,8.31,-46.00,18.53,-4%,15.98,10.62,6.73,16.94,9.62,9.36,9.13,10.52,0.32,1.01,-,-309.08,-,0.00,0.00,39.91,0.44,-0.28,-134.77,-0.10,-4.46,42.93,37.99,8.20,41.59,-84.21
792,FII Guardian Multiestrategia Imobiliaria I,GAME11,BM&FBovespa,Financial,Capital Markets,9.16,0.44%,18.87M,4.44K,-,-0.07,-,25.28K,-,-,1.20,-,Sell,Neutral,Sell,Strong Sell,Neutral,0.44,0.44,-1.29,-1.42,-,-,-,13.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.07,8.94,-17.25,2.46,-2.55%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.20,0.14,-0.05,-30.55,0.00,-1.29,41.38,44.34,99.62,63.00,-50.00
